crate,downloads,recent_downloads,updated_at,created_at,max_version,description,repository
subtle,207707332,35716779,2024-06-24T17:25:24.458503Z,2017-05-31T04:19:18.671882Z,2.6.1,Pure-Rust traits and utilities for constant-time cryptographic implementations.,https://github.com/dalek-cryptography/subtle
time-macros,207579035,35042524,2025-03-23T21:44:47.804411Z,2019-12-02T06:06:16.262989Z,0.2.22,"    Procedural macros for the time crate.
    This crate is an implementation detail and should not be relied upon directly.
",https://github.com/time-rs/time
errno,206505327,43333353,2025-04-04T11:12:25.745222Z,2015-03-19T21:26:09.647306Z,0.3.11,Cross-platform interface to the `errno` variable.,https://github.com/lambda-fairy/rust-errno
clap_derive,205810704,38782826,2025-03-10T20:46:30.053858Z,2020-05-03T07:51:45.713663Z,4.5.32,"Parse command line argument by defining a struct, derive crate.",https://github.com/clap-rs/clap
arrayvec,205692967,32242138,2024-08-17T12:14:16.953307Z,2015-05-19T15:27:57.651929Z,0.7.6,"A vector with fixed capacity, backed by an array (it can be stored on the stack too). Implements fixed capacity ArrayVec and ArrayString.",https://github.com/bluss/arrayvec
walkdir,204727102,31530331,2024-03-01T17:55:09.221032Z,2015-09-27T05:01:40.286066Z,2.5.0,Recursively walk a directory.,https://github.com/BurntSushi/walkdir
adler,204496125,16516869,2021-02-26T12:12:02.566Z,2020-06-25T22:07:19.741753Z,1.0.2,A simple clean-room implementation of the Adler-32 checksum,https://github.com/jonas-schievink/adler.git
crypto-common,204494662,35645451,2025-02-22T18:52:29.741408Z,2021-02-10T22:26:47.773408Z,0.2.0-rc.2,Common cryptographic traits,https://github.com/RustCrypto/traits
tower-service,204253962,32373566,2024-08-13T16:23:33.548845Z,2018-02-19T17:50:18.964360Z,0.3.3,"Trait representing an asynchronous, request / response based, client or server.
",https://github.com/tower-rs/tower
httpdate,204140035,29732742,2023-08-13T10:55:54.391658Z,2016-10-15T10:48:40.752919Z,1.0.3,HTTP date parsing and formatting,https://github.com/pyfisch/httpdate
rustc-demangle,203658723,30394494,2024-05-07T12:12:25.371782Z,2016-05-13T20:00:42.138724Z,0.1.24,"Rust compiler symbol demangling.
",https://github.com/rust-lang/rustc-demangle
signal-hook-registry,203530043,31771652,2024-04-21T10:08:11.191480Z,2019-04-28T14:02:25.476340Z,1.4.2,Backend crate for signal-hook,https://github.com/vorner/signal-hook
glob,202349163,33189888,2024-12-29T00:12:04.334018Z,2014-11-11T05:37:15.865977Z,0.3.2,"Support for matching file paths against Unix shell style patterns.
",https://github.com/rust-lang/glob
hermit-abi,201851320,36599254,2025-03-05T13:22:10.717387Z,2019-10-20T07:34:22.550962Z,0.5.0,Hermit system calls definitions.,https://github.com/hermit-os/hermit-rs
reqwest,200887444,37263681,2025-03-18T16:48:20.397620Z,2016-10-16T17:29:41.599749Z,0.12.15,higher level HTTP client library,https://github.com/seanmonstar/reqwest
winapi,199090537,24303978,2020-06-26T11:34:33.480855Z,2014-11-29T13:35:24.366255Z,0.3.9,Raw FFI bindings for all of Windows API.,https://github.com/retep998/winapi-rs
rustls-pemfile,198491340,42896797,2024-09-30T16:29:22.598843Z,2020-12-28T14:24:30.384877Z,2.2.0,Basic .pem file parser for keys and certificates,https://github.com/rustls/pemfile
humantime,196993276,27810357,2025-03-12T22:26:08.298966Z,2016-05-20T21:32:51.043935Z,2.2.0,"A parser and formatter for std::time::{Duration, SystemTime}",https://github.com/chronotope/humantime
num-bigint,196768817,30685522,2025-01-25T00:26:55.294210Z,2016-04-14T07:41:44.715174Z,0.4.6,Big integer implementation for Rust,https://github.com/rust-num/num-bigint
backtrace,196648926,28807953,2024-09-08T22:58:38.768906Z,2015-06-10T08:23:39.379972Z,0.3.74,"A library to acquire a stack trace (backtrace) at runtime in a Rust program.
",https://github.com/rust-lang/backtrace-rs
atty,194859434,13308962,2020-01-05T22:19:33.123499Z,2015-07-10T00:25:05.224059Z,0.2.14,A simple interface for querying atty,https://github.com/softprops/atty
darling_core,193941480,35156884,2025-03-28T20:05:00.260571Z,2017-05-15T19:25:03.051442Z,0.20.11,"Helper crate for proc-macro library for reading attributes into structs when
implementing custom derives. Use https://crates.io/crates/darling in your code.
",https://github.com/TedDriggs/darling
darling_macro,193916178,35146256,2025-03-28T20:05:07.944299Z,2017-05-15T19:25:34.841634Z,0.20.11,"Internal support for a proc-macro library for reading attributes into structs when
implementing custom derives. Use https://crates.io/crates/darling in your code.
",https://github.com/TedDriggs/darling
darling,193911589,35148991,2025-03-28T20:05:16.077464Z,2017-05-15T19:26:00.393283Z,0.20.11,"A proc-macro library for reading attributes into structs when
implementing custom derives.
",https://github.com/TedDriggs/darling
same-file,193432307,30501513,2020-01-11T17:02:30.960838Z,2017-01-08T23:00:41.755668Z,1.0.6,"A simple crate for determining whether two file paths point to the same file.
",https://github.com/BurntSushi/same-file
addr2line,192765649,30672375,2024-10-04T09:02:01.134792Z,2016-12-03T21:33:01.794743Z,0.24.2,"A cross-platform symbolication library written in Rust, using `gimli`",https://github.com/gimli-rs/addr2line
paste,192578083,31288522,2024-05-07T01:50:22.784771Z,2018-11-01T02:52:18.319383Z,1.0.15,Macros for all your token pasting needs,https://github.com/dtolnay/paste
hmac,192068115,27809171,2025-03-07T13:57:48.652087Z,2016-10-06T21:23:44.676009Z,0.13.0-pre.5,Generic implementation of Hash-based Message Authentication Code (HMAC),https://github.com/RustCrypto/MACs
iana-time-zone,191829848,36357696,2025-03-31T15:30:18.770020Z,2020-06-27T11:01:58.126511Z,0.1.63,get the IANA time zone for the current system,https://github.com/strawlab/iana-time-zone
encoding_rs,190528253,29373492,2024-10-24T09:22:44.123986Z,2016-07-09T12:27:23.194308Z,0.8.35,A Gecko-oriented implementation of the Encoding Standard,https://github.com/hsivonen/encoding_rs
serde_urlencoded,189640322,29591936,2022-01-17T11:26:21.628923Z,2016-09-11T11:46:40.652101Z,0.7.1,`x-www-form-urlencoded` meets Serde,https://github.com/nox/serde_urlencoded
rayon,188500400,28320163,2024-03-24T05:24:47.903463Z,2015-12-10T22:38:20.637638Z,1.10.0,Simple work-stealing parallelism for Rust,https://github.com/rayon-rs/rayon
unicode-segmentation,187594878,23927701,2024-09-13T17:05:55.908935Z,2015-04-14T23:28:47.673940Z,1.12.0,"This crate provides Grapheme Cluster, Word and Sentence boundaries
according to Unicode Standard Annex #29 rules.
",https://github.com/unicode-rs/unicode-segmentation
rustversion,187065645,36290644,2025-03-04T00:13:12.711336Z,2019-07-08T03:49:21.699801Z,1.0.20,Conditional compilation according to rustc compiler version,https://github.com/dtolnay/rustversion
strum_macros,186281820,35782481,2025-02-17T00:25:43.464824Z,2017-02-12T07:05:29.029980Z,0.27.1,Helpful macros for working with enums and strings,https://github.com/Peternator7/strum
winnow,185838849,51075570,2025-04-07T20:58:33.532043Z,2023-02-22T17:01:25.112233Z,0.7.6,"A byte-oriented, zero-copy, parser combinators library",https://github.com/winnow-rs/winnow
rayon-core,185645448,28003723,2024-01-17T17:56:12.833437Z,2017-03-11T20:11:25.040031Z,1.12.1,Core APIs for Rayon,https://github.com/rayon-rs/rayon
rustc-hash,184905904,43282222,2025-02-05T18:34:34.388524Z,2018-05-24T13:05:52.176874Z,2.1.1,"A speedy, non-cryptographic hashing algorithm used by rustc",https://github.com/rust-lang/rustc-hash
minimal-lexical,183678087,31364099,2021-10-04T10:53:11.629475Z,2021-04-27T23:04:12.608012Z,0.2.1,Fast float parsing conversion routines.,https://github.com/Alexhuszagh/minimal-lexical
webpki-roots,182545775,34406478,2025-01-31T00:34:47.084757Z,2016-08-28T13:40:20.874613Z,0.26.8,Mozilla's CA root certificates for use with webpki,https://github.com/rustls/webpki-roots
ipnet,178580638,30522205,2025-01-20T00:33:10.616110Z,2017-08-14T20:09:09.629621Z,2.11.0,"Provides types and useful methods for working with IPv4 and IPv6 network addresses, commonly called IP prefixes. The new `IpNet`, `Ipv4Net`, and `Ipv6Net` types build on the existing `IpAddr`, `Ipv4Addr`, and `Ipv6Addr` types already provided in Rust's standard library and align to their design to stay consistent. The module also provides useful traits that extend `Ipv4Addr` and `Ipv6Addr` with methods for `Add`, `Sub`, `BitAnd`, and `BitOr` operations. The module only uses stable feature so it is guaranteed to compile using the stable toolchain.",https://github.com/krisprice/ipnet
strum,178566147,35131801,2025-02-17T00:25:58.032415Z,2017-02-12T07:07:10.075292Z,0.27.1,Helpful macros for working with enums and strings,https://github.com/Peternator7/strum
zeroize,177857256,34318431,2024-05-25T19:10:18.831246Z,2018-10-03T09:33:21.998452Z,1.8.1,"Securely clear secrets from memory with a simple trait built on
stable Rust primitives which guarantee memory is zeroed using an
operation will not be 'optimized away' by the compiler.
Uses a portable pure Rust implementation that works everywhere,
even WASM!
",https://github.com/RustCrypto/utils/tree/master/zeroize
libloading,177799079,27372807,2024-11-29T16:49:13.965316Z,2015-11-08T12:22:07.864268Z,0.8.6,Bindings around the platform's dynamic library loading primitives with greatly improved memory safety.,https://github.com/nagisa/rust_libloading/
openssl-sys,176437547,26228394,2025-04-04T12:52:26.443899Z,2014-11-11T06:38:37.917011Z,0.9.107,FFI bindings to OpenSSL,https://github.com/sfackler/rust-openssl
tracing-subscriber,176168517,30250642,2024-11-29T16:29:24.377071Z,2019-06-27T22:06:39.700601Z,0.3.19,"Utilities for implementing and composing `tracing` subscribers.
",https://github.com/tokio-rs/tracing
equivalent,175290687,46796073,2025-02-14T22:14:18.212755Z,2023-02-05T22:54:27.715050Z,1.0.2,Traits for key comparison in maps.,https://github.com/indexmap-rs/equivalent
openssl-probe,174444827,28560945,2025-01-23T16:14:49.108354Z,2016-11-06T05:25:41.005024Z,0.1.6,"Tool for helping to find SSL certificate locations on the system for OpenSSL
",https://github.com/alexcrichton/openssl-probe
instant,172417476,20353317,2024-05-17T19:56:13.760985Z,2019-04-09T08:42:23.290642Z,0.1.13,"Unmaintained, consider using web-time instead - A partial replacement for std::time::Instant that works on WASM to.",https://github.com/sebcrozet/instant
event-listener,171576757,37349582,2025-01-08T02:19:54.075080Z,2020-05-16T17:53:08.377375Z,5.4.0,Notify async tasks or threads,https://github.com/smol-rs/event-listener
static_assertions,171096947,26298492,2019-11-03T17:02:11.618786Z,2017-08-13T00:07:30.041787Z,1.1.0,Compile-time assertions to ensure that invariants are met.,https://github.com/nvzqz/static-assertions-rs
shlex,168055728,42348822,2024-01-22T05:15:15.585884Z,2015-06-22T23:35:40.217184Z,1.3.0,"Split a string into shell words, like Python's shlex.",https://github.com/comex/rust-shlex
tracing-log,167361793,29185805,2023-10-25T17:01:37.024993Z,2019-06-27T22:04:20.989322Z,0.2.0,"Provides compatibility between `tracing` and the `log` crate.
",https://github.com/tokio-rs/tracing
rustls-webpki,167342988,44295122,2025-03-25T14:53:20.448220Z,2023-01-09T16:48:34.685301Z,0.103.1,Web PKI X.509 Certificate Verification.,https://github.com/rustls/webpki
hyper-rustls,166762446,36891133,2024-12-20T15:20:05.608181Z,2016-10-08T09:37:41.910219Z,0.27.5,Rustls+hyper integration for pure rust HTTPS,https://github.com/rustls/hyper-rustls
which,166463847,21256351,2025-04-08T19:30:45.055302Z,2015-10-06T11:33:07.444737Z,7.0.3,"A Rust equivalent of Unix command ""which"". Locate installed executable in cross platforms.",https://github.com/harryfei/which-rs.git
clap_builder,166259558,40845150,2025-04-01T16:51:55.678682Z,2023-03-28T00:41:44.344826Z,4.5.35,"A simple to use, efficient, and full-featured Command Line Argument Parser",https://github.com/clap-rs/clap
proc-macro-error,166039764,19523503,2020-07-31T18:08:20.096247Z,2019-07-11T07:51:11.667268Z,1.0.4,Almost drop-in replacement to panics in proc-macros,https://gitlab.com/CreepySkeleton/proc-macro-error
prost,165617033,36738083,2025-02-12T06:59:20.501505Z,2017-06-25T07:39:15.991516Z,0.13.5,A Protocol Buffers implementation for the Rust Language.,https://github.com/tokio-rs/prost
prost-derive,165461286,36670444,2025-02-12T06:59:07.397388Z,2017-06-25T07:38:48.366541Z,0.13.5,Generate encoding and decoding implementations for Prost annotated types.,https://github.com/tokio-rs/prost
proc-macro-error-attr,164872044,19479460,2020-07-31T18:06:37.966375Z,2019-10-06T06:40:18.626517Z,1.0.4,Attribute macro for proc-macro-error crate,https://gitlab.com/CreepySkeleton/proc-macro-error
anstyle,163315057,39076478,2024-11-01T13:59:38.779125Z,2022-05-18T20:59:53.360865Z,1.0.10,ANSI text styling,https://github.com/rust-cli/anstyle.git
proc-macro-crate,162896489,28618242,2025-03-06T12:32:01.383701Z,2019-02-11T10:38:10.168331Z,3.3.0,"Replacement for crate (macro_rules keyword) in proc-macros
",https://github.com/bkchr/proc-macro-crate
time-core,162573791,33623976,2025-03-18T06:52:34.086824Z,2020-12-17T01:08:57.508248Z,0.1.4,This crate is an implementation detail and should not be relied upon directly.,https://github.com/time-rs/time
bumpalo,162137697,28181400,2025-01-28T17:37:33.332880Z,2018-11-24T06:21:56.420457Z,3.17.0,A fast bump allocation arena for Rust.,https://github.com/fitzgen/bumpalo
phf_shared,160446395,29137603,2025-01-06T20:29:20.816261Z,2014-11-22T22:27:31.946226Z,0.11.3,Support code shared by PHF libraries,https://github.com/rust-phf/rust-phf
sharded-slab,160218837,27952143,2023-10-04T19:37:55.401239Z,2019-10-02T23:38:13.973505Z,0.1.7,"A lock-free concurrent slab.
",https://github.com/hawkw/sharded-slab
jobserver,159495829,27360049,2025-04-01T17:06:18.381864Z,2017-05-28T20:12:06.126106Z,0.1.33,"An implementation of the GNU Make jobserver for Rust.
",https://github.com/rust-lang/jobserver-rs
openssl,159158530,24129901,2025-04-04T12:52:48.999808Z,2014-11-21T06:54:00.684701Z,0.10.72,OpenSSL bindings,https://github.com/sfackler/rust-openssl
foreign-types,158910299,25460454,2019-10-13T19:24:15.900127Z,2017-01-31T04:36:40.076916Z,0.5.0,A framework for Rust wrappers over C APIs,https://github.com/sfackler/foreign-types
foreign-types-shared,158345801,25463443,2022-03-21T22:06:37.413498Z,2017-11-26T23:56:57.865334Z,0.3.1,An internal crate used by foreign-types,https://github.com/sfackler/foreign-types
zerocopy,157325070,54726678,2025-04-08T17:46:10.005019Z,2018-08-15T05:46:29.013597Z,0.9.0-alpha.0,"Zerocopy makes zero-cost memory manipulation effortless. We write ""unsafe"" so you don't have to.",https://github.com/google/zerocopy
opaque-debug,156328548,16265541,2024-03-01T12:08:32.543535Z,2017-11-26T15:55:55.619753Z,0.3.1,Macro for opaque Debug trait implementation,https://github.com/RustCrypto/utils
sync_wrapper,153286168,40639921,2024-11-20T16:29:59.416129Z,2020-05-16T18:10:10.458779Z,1.0.2,A tool for enlisting the compiler's help in proving the absence of concurrency,https://github.com/Actyx/sync_wrapper
wasm-bindgen,153100028,25494133,2025-01-12T23:18:04.182224Z,2018-03-06T04:24:26.947567Z,0.2.100,"Easy support for interacting between JS and Rust.
",https://github.com/rustwasm/wasm-bindgen
utf8parse,153029817,35284295,2024-06-08T07:07:41.813419Z,2016-09-18T00:27:10.771511Z,0.2.2,Table-driven UTF-8 parser,https://github.com/alacritty/vte
wasm-bindgen-backend,152921400,25461910,2025-01-12T23:13:08.274393Z,2018-04-03T21:02:46.090931Z,0.2.100,"Backend code generation of the wasm-bindgen tool
",https://github.com/rustwasm/wasm-bindgen/tree/master/crates/backend
wasm-bindgen-macro,152837569,25437600,2025-01-12T23:17:11.755452Z,2018-03-06T04:21:14.486723Z,0.2.100,"Definition of the `#[wasm_bindgen]` attribute, an internal dependency
",https://github.com/rustwasm/wasm-bindgen/tree/master/crates/macro
wasm-bindgen-macro-support,152775967,25441040,2025-01-12T23:13:11.492596Z,2018-08-13T21:31:57.296968Z,0.2.100,"The part of the implementation of the `#[wasm_bindgen]` attribute that is not in the shared backend crate
",https://github.com/rustwasm/wasm-bindgen/tree/master/crates/macro-support
wasm-bindgen-shared,152650432,25387952,2025-01-12T23:13:03.383484Z,2018-03-06T04:18:13.413080Z,0.2.100,"Shared support between wasm-bindgen and wasm-bindgen cli, an internal
dependency.
",https://github.com/rustwasm/wasm-bindgen/tree/master/crates/shared
siphasher,151552164,28556641,2024-03-17T21:59:01.698376Z,2016-10-04T10:23:48.249538Z,1.0.1,"SipHash-2-4, SipHash-1-3 and 128-bit variants in pure Rust",https://github.com/jedisct1/rust-siphash
winapi-x86_64-pc-windows-gnu,151448914,21688492,2018-01-18T00:55:12.008307Z,2016-11-23T19:48:47.829720Z,0.4.0,"Import libraries for the x86_64-pc-windows-gnu target. Please don't use this crate directly, depend on winapi instead.",https://github.com/retep998/winapi-rs
